2025-08-24 16:48:59,063  ERROR    0000000000000000  -       indico.i18n               Configured DEFAULT_LOCALE (en_GB) does not exist
2025-08-24 17:03:06,937  INFO     4cf57fbfb443441e  -       indico.rh                 GET /bootstrap [IP=127.0.0.1] [PID=41355]
2025-08-24 18:41:47,515  INFO     82b5ab4fbc114dd1  -       indico.rh                 POST /bootstrap [IP=127.0.0.1] [PID=41355]
2025-08-24 18:42:45,469  INFO     ae650e1870434b57  -       indico.rh                 POST /bootstrap [IP=127.0.0.1] [PID=41355]
2025-08-24 18:42:46,614  INFO     641165a130724d13  1       indico.rh                 GET / [IP=127.0.0.1] [PID=41355]
2025-08-24 22:41:07,644  INFO     0c147c1fbc4145de  1       indico.rh                 GET / [IP=127.0.0.1] [PID=75778]
2025-08-25 22:38:16,970  INFO     96d57db298bf422f  1       indico.rh                 GET / [IP=127.0.0.1] [PID=11090]
2025-08-25 22:38:29,979  INFO     939e1bcf384d4bb5  1       indico.rh                 GET / [IP=127.0.0.1] [PID=11090]
2025-08-25 22:38:32,107  INFO     33a7261e4fcd42f2  1       indico.rh                 GET /rooms/ [IP=127.0.0.1] [PID=11090]
2025-08-25 22:38:32,696  INFO     72da10fbc7c44cdd  1       indico.rh                 GET /rooms/api/equipment [IP=127.0.0.1] [PID=11090]
2025-08-25 22:38:32,676  INFO     b23a4d32a1e142e0  1       indico.rh                 GET /rooms/api/user/favorite-rooms/ [IP=127.0.0.1] [PID=11090]
2025-08-25 22:38:32,714  INFO     eeb99433539c4e01  1       indico.rh                 GET /rooms/api/rooms/ [IP=127.0.0.1] [PID=11090]
2025-08-25 22:38:32,694  INFO     45ac4f5a6e3143ae  1       indico.rh                 GET /rooms/api/config [IP=127.0.0.1] [PID=11090]
2025-08-25 22:38:32,678  INFO     a3830f837ca540b1  1       indico.rh                 GET /rooms/api/user/ [IP=127.0.0.1] [PID=11090]
2025-08-25 22:38:32,722  INFO     d188df08c9d549a6  1       indico.rh                 GET /rooms/api/rooms/permissions [IP=127.0.0.1] [PID=11090]
2025-08-25 22:38:33,148  INFO     7d2f318afcd64d6e  1       indico.rh                 GET /user/1/picture-default/MQ.7PNi0m3iNmVb9Kx8yx6tt2HTRC8 [IP=127.0.0.1] [PID=11090]
2025-08-25 22:38:33,137  INFO     c92a57aa857b4f7b  1       indico.rh                 GET /rooms/api/bookings/mine [IP=127.0.0.1] [PID=11090]
2025-08-25 22:38:33,140  INFO     b120c2bc8a724c90  1       indico.rh                 GET /user/api/favorites/users [IP=127.0.0.1] [PID=11090]
2025-08-25 22:38:33,266  INFO     d08bf67c25714cf7  1       indico.rh                 GET /rooms/api/stats [IP=127.0.0.1] [PID=11090]
2025-08-25 22:38:41,273  INFO     c29c1307b5cd4554  1       indico.rh                 GET /event/create/lecture?category_id=0&_=1756150717012 [IP=127.0.0.1] [PID=11090]
2025-08-25 22:38:41,607  INFO     80dd82bd6af5432b  1       indico.rh                 GET /category/0/info [IP=127.0.0.1] [PID=11090]
2025-08-25 22:38:41,784  INFO     5ff4f85a60934889  1       indico.rh                 GET /user/api/favorites/users [IP=127.0.0.1] [PID=11090]
2025-08-25 22:39:06,146  INFO     489fff272ede47e5  1       indico.rh                 POST /event/create/lecture [IP=127.0.0.1] [PID=11090]
2025-08-25 22:39:06,319  INFO     489fff272ede47e5  1       indico.events             Event <Event(1, 2025-08-26 06:00:00+00:00, 2025-08-26 08:00:00+00:00): "test_event"> created in <Category(0): "Home"> by <User(1, recanos@yandex.ru): "Recanos Karp"> 
2025-08-25 22:39:06,462  INFO     6258d31bd3784001  1       indico.rh                 GET /event/1/manage/ [IP=127.0.0.1] [PID=11090]
2025-08-25 23:23:18,843  INFO     09785951f0a7476a  1       indico.rh                 GET / [IP=127.0.0.1] [PID=17820]
2025-08-25 23:23:37,437  INFO     cac42f0975bf43db  1       indico.rh                 GET /admin/settings/ [IP=127.0.0.1] [PID=17820]
2025-08-25 23:23:38,597  INFO     323d08439771458a  1       indico.rh                 GET /admin/version-check?_=1756153418484 [IP=127.0.0.1] [PID=17820]
2025-08-25 23:23:40,329  INFO     c2bc4446419e4b81  1       indico.rh                 GET /admin/plugins/ [IP=127.0.0.1] [PID=17820]
2025-08-25 23:23:44,032  INFO     221baa3f505f446b  1       indico.rh                 GET /admin/plugins/ [IP=127.0.0.1] [PID=17820]
2025-08-26 00:32:46,357  INFO     a3ec47d308a14529  1       indico.rh                 GET / [IP=127.0.0.1] [PID=3710]
2025-08-26 00:32:51,367  INFO     7654bbbae9204d26  1       indico.rh                 GET /event/1/ [IP=127.0.0.1] [PID=3710]
2025-08-26 00:32:53,839  INFO     971ae0d583f34a37  1       indico.rh                 GET / [IP=127.0.0.1] [PID=3710]
2025-08-26 00:32:56,327  INFO     61fcd6c5286d49f2  1       indico.rh                 GET /event/1/ [IP=127.0.0.1] [PID=3710]
2025-08-26 00:33:10,549  INFO     f180aad90a4345ff  1       indico.rh                 GET /admin/settings/ [IP=127.0.0.1] [PID=3710]
2025-08-26 00:33:11,066  INFO     2c0a89571a714bfa  1       indico.rh                 GET /admin/version-check?_=1756157591022 [IP=127.0.0.1] [PID=3710]
2025-08-26 00:33:12,449  INFO     ea62702daa6e46ca  1       indico.rh                 GET /admin/plugins/ [IP=127.0.0.1] [PID=3710]
2025-08-26 00:42:29,215  INFO     8cf638e408f34901  1       indico.rh                 GET / [IP=127.0.0.1] [PID=5712]
2025-08-26 00:42:38,056  INFO     e4d4ce4d170547ef  1       indico.rh                 GET /admin/settings/ [IP=127.0.0.1] [PID=5712]
2025-08-26 00:42:38,600  INFO     79e40852a46e4247  1       indico.rh                 GET /admin/version-check?_=1756158158536 [IP=127.0.0.1] [PID=5712]
2025-08-26 00:42:41,665  INFO     4e8ecc13494e4afb  1       indico.rh                 GET /admin/plugins/ [IP=127.0.0.1] [PID=5712]
2025-08-26 00:42:47,447  INFO     2a8e0799545b48bd  1       indico.rh                 GET /admin/plugins/ [IP=127.0.0.1] [PID=5712]
2025-08-26 00:42:53,216  INFO     fa16444ef3304ea8  -       indico.rh                 GET /admin/plugins/ [IP=127.0.0.1] [PID=5712]
2025-08-26 00:42:53,234  INFO     1e5983d1a911450f  -       indico.rh                 GET /login/?next=/admin/plugins/ [IP=127.0.0.1] [PID=5712]
2025-08-26 00:42:57,990  INFO     8ac3912af3724af7  -       indico.rh                 POST /login/?next=/admin/plugins/ [IP=127.0.0.1] [PID=5712]
2025-08-26 00:42:58,516  INFO     8ac3912af3724af7  -       indico.auth               Received identity info: <IdentityInfo(<IndicoIdentityProvider(indico)>, recanos, None)>
2025-08-26 00:42:58,523  INFO     8ac3912af3724af7  -       indico.auth               Found existing identity <Identity(1, 1, indico, recanos)> for user <User(1, recanos@yandex.ru): "Recanos Karp">
2025-08-26 00:42:58,544  INFO     4c407a0569a74a85  1       indico.rh                 GET /admin/plugins/ [IP=127.0.0.1] [PID=5712]
